pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Soil_Texture,Rainfall_mm,Temperature_C,Market_Price_KES,Farm_Size_ha,Irrigation,Input_Budget_KES,Farmer_Profile,Sub_County,Season,Humidity_pct,market_signal,Recommended_Crop
5.814656,0.134715,15.213738,113.409172,1.748823,Clayey,351.0,23.4,5769.97,1.525058963000376,1,11254.260586061111,Mixed,Bondo,dry,71.0,low,Sorghum
5.944553,0.132321,9.639187,121.811851,1.881074,Loamy,288.0,23.1,6865.86,3.93268954757294,1,22815.23241935253,Commercial,Bondo,dry,75.0,fair,Sorghum
5.155152,0.1214,11.226366,131.020823,1.594146,Clayey,405.0,22.4,6948.43,1.678235176635656,0,11116.443627965582,Mixed,Bondo,dry,78.0,fair,Cassava
5.802495,0.113766,9.772609,132.429361,1.558646,Clayey,261.0,22.5,6942.33,2.614373647107468,1,17987.516016711015,Progressive,Bondo,dry,77.0,fair,Sorghum
5.585291,0.128162,13.202735,106.211532,1.703113,Clayey,522.0,22.2,6800.38,1.20969261332335,0,6424.026583116769,Mixed,Bondo,dry,76.0,fair,Cassava
5.603962,0.123123,11.493474,105.008827,1.608639,Loamy,243.00000000000003,22.4,6673.16,0.8469016061623894,1,9348.745388337416,Mixed,Bondo,dry,72.0,fair,Cassava
5.783301,0.139651,14.940647,97.413433,1.992011,Loamy,702.0,21.9,6869.89,0.9494611020311148,0,9638.803977860058,Mixed,Bondo,dry,77.0,fair,Cassava
6.084219,0.111868,10.450148,123.791658,2.122534,Loamy,27.0,22.5,6602.41,1.0756040883943858,1,11209.209906324004,Mixed,Bondo,dry,73.0,fair,Sorghum
5.55643,0.119408,9.302184,116.204934,2.245025,Clayey,18.0,23.1,6611.68,4.743637568311782,1,24743.65941967791,Commercial,Bondo,dry,69.0,fair,Cassava
5.680876,0.128565,10.864137,131.03478,1.903729,Loamy,81.0,23.5,6664.15,1.0231426568958035,1,8726.355470221453,Mixed,Bondo,dry,69.0,fair,Cassava
5.384905,0.113326,15.503441,116.172932,1.791722,Clayey,333.0,23.3,6773.18,2.425443479813591,1,16131.490785715396,Progressive,Bondo,dry,69.0,fair,Cassava
5.7877,0.101893,14.194665,107.314606,1.326791,Loamy,0.0,23.3,6648.0,0.9806671902286668,1,11061.023069977877,Mixed,Bondo,dry,65.0,fair,Cassava
5.561999,0.138498,14.444804,113.416136,1.635945,Loamy,405.0,22.6,6899.88,2.545731326037506,0,15511.621679822108,Mixed,Bondo,dry,72.0,fair,Cassava
6.015211,0.103374,10.68758,111.397056,1.571687,Clayey,585.0,22.3,6521.42,1.9158751246049013,0,12385.232639306472,Mixed,Bondo,dry,74.0,fair,Sorghum
5.772064,0.130233,8.996659,105.368619,1.58636,Loamy,198.00000000000003,22.7,6977.19,1.4456344532824743,1,12842.126657258694,Progressive,Bondo,dry,69.0,fair,Cassava
5.643352,0.13645,15.027514,115.024309,1.990325,Clayey,18.0,23.0,7016.39,1.535419273993969,1,12757.713170539468,Progressive,Bondo,dry,67.0,fair,Cassava
5.644743,0.152434,8.869428,103.504784,2.010003,Clayey,0.0,23.3,6859.39,1.1157316726730755,1,11405.29076863841,Mixed,Bondo,dry,64.0,fair,Cassava
5.772945,0.168353,11.91341,130.679001,1.635351,Loamy,207.0,22.9,6802.45,1.977745470663621,1,15431.426826416317,Progressive,Bondo,dry,71.0,fair,Cassava
5.838219,0.150555,10.436686,93.342431,1.597074,Clayey,909.0,22.3,6908.38,1.2378903378161945,0,8865.293554690006,Mixed,Bondo,dry,78.0,fair,Rice
5.466233,0.114105,12.065876,128.434403,1.675805,Sandy,243.00000000000003,22.4,6989.7,0.8291825051106325,1,8419.58944765358,Mixed,Bondo,dry,75.0,fair,Cassava
5.670279,0.121463,8.139743,107.969216,1.353919,Clayey,234.0,22.3,6824.0,0.8069225898702072,1,10263.761930314777,Mixed,Bondo,dry,70.0,fair,Cassava
5.699469,0.13225,13.771534,79.142609,1.977573,Loamy,108.0,22.2,6572.56,1.7155705666552965,1,12592.488127450695,Progressive,Bondo,dry,71.0,fair,Cassava
5.74234,0.125696,14.91511,92.40921,1.885433,Clayey,603.0,20.8,6803.83,3.5648695214882564,0,16836.73660800398,Mixed,Bondo,dry,81.0,fair,Cassava
5.961168,0.12957,14.198361,113.209727,1.472626,Loamy,765.0,20.8,6995.97,1.7043701671500813,0,13071.220855498432,Mixed,Bondo,dry,81.0,fair,Sorghum
5.414895,0.14923,9.451952,108.936618,1.476477,Clayey,432.0,21.4,6739.29,1.474483959222437,0,10697.689465756714,Mixed,Bondo,dry,77.0,fair,Cassava
5.891185,0.129108,12.855346,118.895008,2.052542,Clayey,207.0,21.7,6953.62,1.8196234654938424,1,13893.726996948895,Progressive,Bondo,dry,77.0,fair,Sorghum
5.772879,0.143227,11.523164,108.898088,1.889387,Clayey,261.0,22.0,6750.33,3.092936321923923,1,18768.45395563652,Commercial,Bondo,dry,73.0,fair,Cassava
5.60044,0.106395,11.898557,120.933052,2.091277,Clayey,162.0,21.8,6548.06,1.7578279027666277,1,14387.522756487084,Progressive,Bondo,dry,73.0,fair,Cassava
5.861258,0.135399,15.550621,114.126534,1.570146,Clayey,423.0,21.7,6657.18,1.266576814929813,0,7979.759506988494,Mixed,Bondo,dry,76.0,fair,Sorghum
5.623376,0.096589,10.942639,121.813157,2.085389,Loamy,405.0,21.8,7007.75,2.787848438215791,0,15913.221500318574,Mixed,Bondo,dry,74.0,fair,Cassava
5.337529,0.146831,13.394506,124.400198,1.537132,Loamy,144.0,22.0,6924.04,1.960017394602108,1,14570.806200965348,Progressive,Bondo,dry,71.0,fair,Cassava
5.013237,0.123328,8.060835,120.086232,1.758786,Clayey,639.0,21.4,6587.58,3.485435901873528,0,19500.035762463325,Commercial,Bondo,dry,76.0,fair,Cassava
5.456718,0.101809,12.058325,110.427415,1.380614,Clayey,234.0,21.6,6881.88,1.7250946306998658,1,11195.188468139371,Mixed,Bondo,dry,74.0,fair,Cassava
5.591164,0.121624,13.948087,131.066131,1.626917,Loamy,171.0,21.2,6925.24,0.8296727803269647,1,10197.24507925056,Mixed,Bondo,dry,74.0,fair,Cassava
5.73434,0.135181,11.569497,113.190779,1.76663,Sandy,45.0,22.0,6683.87,0.7699399273489783,1,8731.34660099824,Mixed,Bondo,dry,75.0,fair,Cassava
5.81946,0.10432,13.252583,105.277126,1.64716,Clayey,36.0,22.2,6576.06,3.700553950370829,1,20760.468141777776,Commercial,Bondo,dry,74.0,fair,Sorghum
5.64839,0.110797,10.116752,108.892724,1.856438,Sandy,180.0,22.5,6803.98,3.843203158741933,1,20267.60947788089,Commercial,Bondo,dry,71.0,fair,Cassava
5.41798,0.119493,10.874286,118.630254,1.567485,Clayey,306.0,22.2,6762.69,1.4285358078074086,1,14678.948737687417,Progressive,Bondo,dry,74.0,fair,Cassava
5.623898,0.141621,11.603724,125.964801,1.73039,Clayey,62.99999999999999,22.6,6512.73,1.284979279107869,1,11243.13374646862,Mixed,Bondo,dry,69.0,fair,Cassava
5.656347,0.090389,10.706525,121.996853,1.663667,Loamy,62.99999999999999,22.5,6827.17,3.353320443018897,1,20378.74284983201,Commercial,Bondo,dry,71.0,fair,Cassava
6.047511,0.13487,13.876444,122.032962,1.661213,Sandy,9.0,22.4,6731.81,0.8819113355086997,1,8441.838516960424,Mixed,Bondo,dry,71.0,fair,Sorghum
5.811369,0.122038,14.30489,109.568575,1.891104,Clayey,9.0,23.1,6972.08,0.9848577644042372,1,8301.140418537087,Mixed,Bondo,dry,69.0,fair,Sorghum
5.368707,0.145908,13.324869,127.036411,1.590176,Loamy,18.0,23.0,6560.22,2.1913766052844594,1,16181.335689729967,Progressive,Bondo,dry,72.0,fair,Cassava
5.636992,0.133839,6.330511,114.080023,1.692909,Sandy,90.0,22.8,6521.69,1.2773726306795,1,9744.994565247987,Mixed,Bondo,dry,76.0,fair,Cassava
5.839298,0.151083,11.200198,107.471549,1.632549,Clayey,0.0,23.7,7003.23,1.5641407462859276,1,14133.691418255486,Progressive,Bondo,dry,65.0,fair,Sorghum
5.7042,0.13401,13.752615,91.075951,2.048935,Loamy,522.0,21.9,6597.32,1.4405279707838916,0,12410.854518580802,Mixed,Bondo,dry,77.0,fair,Cassava
5.375243,0.104804,11.540102,121.263987,1.719754,Loamy,27.0,22.4,6595.53,1.8692527748617345,1,12920.317093258778,Progressive,Bondo,dry,71.0,fair,Cassava
5.86368,0.134335,11.410086,106.970846,1.721392,Loamy,9.0,22.5,6811.05,3.260532637872731,1,19140.777612546222,Commercial,Bondo,dry,70.0,fair,Sorghum
5.772692,0.13547,13.957408,100.956801,1.670224,Clayey,27.0,22.5,6723.75,1.6439537301970235,1,9852.813655538748,Mixed,Bondo,dry,72.0,fair,Cassava
5.6686,0.114033,14.070335,98.640174,1.811156,Clayey,315.0,21.5,6905.12,2.1920740983450693,1,13115.0882571826,Progressive,Bondo,dry,75.0,fair,Cassava
5.538727,0.116738,13.216764,124.739617,1.640416,Clayey,18.0,21.5,6946.9,0.5400521918413989,1,9026.486293589816,Mixed,Bondo,dry,74.0,fair,Cassava
5.902666,0.083149,8.62545,116.050385,1.63142,Clayey,81.0,22.0,6736.95,1.5290802807990682,1,13927.555644863462,Progressive,Bondo,dry,67.0,fair,Sorghum
5.337201,0.139651,9.438245,120.153824,1.631587,Clayey,513.0,21.7,6584.51,1.0115868731933582,0,7510.533596251042,Subsistence,Bondo,dry,70.0,fair,Cassava
5.389144,0.12382,12.765215,111.384563,1.735052,Clayey,342.0,21.3,6614.48,0.8321165270476402,1,8738.304821667163,Mixed,Bondo,dry,76.0,fair,Cassava
5.553034,0.116024,7.323543,114.474012,1.938452,Clayey,378.0,21.9,6920.78,0.9933827601951918,1,8274.786944017818,Mixed,Bondo,dry,70.0,fair,Cassava
5.760448,0.108147,15.507539,113.482223,1.65769,Loamy,99.0,22.0,6789.87,1.3181850269136857,1,10180.148543878257,Mixed,Bondo,dry,68.0,fair,Cassava
5.427182,0.117294,12.199511,100.051855,1.459344,Clayey,9.0,22.3,6890.55,2.525071355735181,1,18199.67043757406,Progressive,Bondo,dry,70.0,fair,Cassava
5.591054,0.134092,10.351083,123.780852,1.423577,Clayey,90.0,22.8,6498.12,0.7868448325453747,1,9676.79131352126,Mixed,Bondo,dry,69.0,fair,Cassava
5.631727,0.129438,10.730591,103.696237,2.301688,Clayey,0.0,23.1,6814.77,1.593492863165851,1,10538.51009120822,Mixed,Bondo,dry,62.0,fair,Cassava
5.768635,0.120158,14.555459,107.497968,1.556425,Clayey,261.0,22.9,6722.1,1.21924509747695,1,11800.618990819214,Mixed,Bondo,dry,67.0,fair,Cassava
5.644638,0.1041,9.128787,118.432343,2.100722,Clayey,315.0,22.5,6674.35,1.3226138803278145,1,14400.399600375938,Progressive,Bondo,dry,73.0,fair,Cassava
5.645387,0.119946,7.669409,126.423069,1.67276,Clayey,9.0,23.0,6721.65,2.641730167980068,1,16622.442992250188,Progressive,Bondo,dry,63.0,fair,Cassava
5.558838,0.111043,9.714844,106.567226,1.528599,Loamy,315.0,22.8,6698.11,2.074707183298289,1,13914.16268543394,Progressive,Bondo,dry,66.0,fair,Cassava
5.917806,0.122064,12.549768,123.137635,1.704475,Loamy,9.0,22.9,6671.99,3.143846392010044,1,19902.086125735936,Commercial,Bondo,dry,61.0,fair,Sorghum
5.83195,0.137144,15.424475,117.942263,1.845604,Clayey,45.0,22.5,6847.8,1.4472381945593722,1,13286.113997186148,Progressive,Bondo,dry,64.0,fair,Sorghum
5.824759,0.116223,14.577965,111.346022,1.675237,Clayey,189.0,21.7,6619.87,1.092108074700202,1,11572.771227962654,Mixed,Bondo,dry,71.0,fair,Sorghum
5.544396,0.156,10.939966,112.982401,1.599769,Clayey,18.0,22.6,6634.61,1.3959754458071594,1,11482.576199345249,Mixed,Bondo,dry,68.0,fair,Cassava
5.597481,0.115598,12.522822,112.854174,1.40821,Clayey,62.99999999999999,22.9,6876.69,1.7790834775793676,1,12967.53020593699,Progressive,Bondo,dry,70.0,fair,Cassava
5.795282,0.094974,12.665506,116.740312,1.5948,Loamy,180.0,22.0,6503.9,1.719129651860889,1,11151.207912524058,Mixed,Bondo,dry,75.0,fair,Cassava
5.5825,0.121807,12.387593,127.818151,1.800768,Clayey,9.0,22.4,6956.31,0.8923634291821758,1,8272.202272397924,Mixed,Bondo,dry,73.0,fair,Cassava
5.514697,0.114925,7.567377,117.502703,1.411117,Loamy,162.0,22.5,6848.12,1.643872413802819,1,13337.115865127516,Progressive,Bondo,dry,73.0,fair,Cassava
5.757741,0.187221,11.209662,110.729762,1.632673,Clayey,351.0,22.1,6573.46,1.7659322389801777,1,12775.443325226715,Progressive,Bondo,dry,72.0,fair,Cassava
5.438424,0.117445,13.638372,108.586613,1.773272,Clayey,243.00000000000003,22.4,6818.52,5.807130154491282,1,30000.0,Commercial,Bondo,dry,72.0,fair,Cassava
5.658116,0.098249,16.00451,115.696273,1.959135,Clayey,765.0,20.4,7589.38,4.161847964480051,0,21393.415669856586,Commercial,Bondo,dry,83.0,good,Cassava
5.878454,0.125741,12.775002,108.303086,1.49801,Clayey,369.0,21.6,6598.27,1.0063334295919606,1,10300.727941010166,Mixed,Bondo,dry,74.0,fair,Sorghum
5.729056,0.122062,14.304404,92.662269,2.127704,Loamy,396.00000000000006,21.7,7711.53,1.3506158207993249,1,11695.854674002816,Mixed,Bondo,dry,73.0,good,Cassava
5.490577,0.104018,13.84217,127.752956,1.811877,Clayey,657.0,21.6,6551.7,0.7327213195802029,0,8172.765089857365,Subsistence,Bondo,dry,74.0,fair,Cassava
5.794528,0.131472,11.064171,112.474065,1.48647,Clayey,801.0,21.1,6962.88,1.1535363982370426,0,10063.287633083832,Mixed,Bondo,dry,80.0,fair,Cassava
5.5798,0.135191,8.961659,111.843819,1.749598,Clayey,18.0,22.6,6651.25,1.8480196418449344,1,13741.082174534224,Progressive,Bondo,dry,70.0,fair,Cassava
5.869128,0.12646,14.389703,130.194964,1.575384,Clayey,0.0,23.0,6787.32,2.9359875869400627,1,18086.021866679384,Progressive,Bondo,dry,64.0,fair,Sorghum
5.801829,0.120198,15.975395,107.845506,1.406761,Clayey,18.0,23.0,6790.79,1.0734485441235686,1,10465.42557101596,Mixed,Bondo,dry,67.0,fair,Sorghum
5.630573,0.118371,10.971,119.112559,1.687794,Sandy,0.0,23.2,6734.0,1.1161037785464432,1,9746.810969178625,Mixed,Bondo,dry,64.0,fair,Cassava
5.550022,0.11378,14.521421,113.946752,1.693178,Loamy,54.0,23.2,6531.95,0.5134563308126969,1,9460.030267282636,Mixed,Bondo,dry,68.0,fair,Cassava
5.530143,0.101935,12.23088,118.135235,1.775846,Clayey,207.0,22.9,6483.93,1.441110102801348,1,11378.177807910624,Mixed,Bondo,dry,71.0,fair,Cassava
6.217933,0.15173,8.864451,106.833761,1.530244,Loamy,45.0,23.2,7853.23,0.9026183206392652,1,9599.168432785287,Mixed,Bondo,dry,67.0,good,Sorghum
5.241725,0.168877,12.003063,124.844648,1.544415,Clayey,207.0,22.5,6966.56,1.190878771179409,1,11213.146399697827,Mixed,Bondo,dry,74.0,fair,Cassava
5.347945,0.106515,10.649674,135.312169,1.908229,Clayey,630.0,22.4,6582.59,0.9940501661382202,0,8747.042866641492,Subsistence,Bondo,dry,73.0,fair,Cassava
5.920496,0.114153,12.874139,102.754905,1.87228,Clayey,396.00000000000006,22.9,6638.31,1.4932925868405365,1,12594.52206396206,Progressive,Bondo,dry,71.0,fair,Sorghum
5.877325,0.10553,12.778647,123.112317,1.470991,Clayey,513.0,22.9,6968.84,0.6287517567694019,0,6676.761045205998,Subsistence,Bondo,dry,75.0,fair,Sorghum
5.772068,0.141032,10.480881,115.446977,1.3858,Loamy,243.00000000000003,23.0,6869.35,0.7313497148069963,1,11045.453541039034,Mixed,Bondo,dry,75.0,fair,Cassava
5.301616,0.106728,9.022376,118.415664,1.495866,Loamy,0.0,23.9,6896.07,4.745555511600129,1,26021.666949532373,Commercial,Bondo,dry,67.0,fair,Cassava
5.807764,0.137572,10.892114,119.566878,1.943714,Clayey,279.0,24.0,6852.94,0.8029524820926249,1,9070.867335244202,Mixed,Bondo,dry,70.0,fair,Sorghum
5.504068,0.132702,15.309536,98.963358,1.142098,Loamy,0.0,24.5,6674.01,0.8866291304971236,1,11880.908103708807,Mixed,Bondo,dry,61.0,fair,Cassava
5.680235,0.122242,9.317623,104.507735,1.602996,Clayey,45.0,24.4,6743.44,4.076321688031823,1,22187.27896668084,Commercial,Bondo,dry,62.0,fair,Cassava
5.781375,0.149478,13.494148,111.076319,1.904736,Loamy,432.0,23.6,6803.73,7.103836058018481,0,30000.0,Commercial,Bondo,dry,71.0,fair,Cassava
5.801317,0.118703,13.216772,128.678672,1.758608,Clayey,81.0,23.9,6758.69,0.8528132855176848,1,7187.337771175513,Mixed,Bondo,dry,67.0,fair,Sorghum
5.569862,0.125041,10.686197,110.355335,1.689638,Loamy,72.0,24.2,6542.93,1.2949998022777611,1,10956.938298501753,Mixed,Bondo,dry,64.0,fair,Cassava
5.956986,0.103098,10.045429,119.617914,1.904325,Clayey,432.0,24.0,6044.36,1.8731263625121344,0,10063.467763750108,Mixed,Bondo,dry,65.0,low,Sorghum
5.86258,0.081056,13.206678,114.67136,1.675431,Loamy,495.0,23.7,6821.53,3.8532724531312494,0,18749.195379365374,Commercial,Bondo,dry,66.0,fair,Sorghum
5.50797,0.144081,11.838375,114.814765,1.61084,Clayey,126.0,23.3,6853.84,0.9387879216858614,1,10486.332533607456,Mixed,Bondo,dry,70.0,fair,Cassava
5.604046,0.11387,10.79253,115.824586,1.870236,Sandy,171.0,23.2,6887.16,1.3805134844061195,1,12140.783297541217,Progressive,Bondo,dry,71.0,fair,Cassava
5.548267,0.145816,12.937564,104.226641,2.102992,Loamy,45.0,23.9,6828.51,2.3495305436782656,1,15138.043018920844,Progressive,Bondo,dry,63.0,fair,Cassava
5.687474,0.118658,15.477249,112.151033,1.264504,Clayey,180.0,24.0,6586.41,1.9661520504168988,1,16218.28142915264,Progressive,Bondo,dry,55.0,fair,Cassava
5.825835,0.123041,14.627257,109.088379,1.56301,Loamy,639.0,23.4,6839.09,1.2896860839182078,0,10977.915499502167,Mixed,Bondo,dry,60.0,fair,Sorghum
5.32986,0.128709,12.182704,113.31449,1.658523,Loamy,306.0,22.8,6804.79,1.462887260317319,1,12082.22512567387,Progressive,Bondo,dry,69.0,fair,Cassava
5.303165,0.115291,4.463465,105.857756,1.607187,Clayey,54.0,23.6,6488.03,0.767247518049931,1,7052.137455889439,Mixed,Bondo,dry,63.0,fair,Cassava
5.533587,0.095925,11.374638,135.795218,1.732099,Loamy,27.0,24.1,6752.1,1.3856227161381809,1,12970.248507670452,Progressive,Bondo,dry,67.0,fair,Cassava
5.970539,0.109316,9.691812,93.520808,1.715675,Clayey,288.0,23.7,6918.96,1.3654424361899704,1,11155.635179901565,Mixed,Bondo,dry,73.0,fair,Sorghum
5.747512,0.107899,11.452279,93.906045,1.475695,Clayey,261.0,23.7,6814.26,1.769555424797118,1,13782.794172294523,Progressive,Bondo,dry,71.0,fair,Cassava
6.015435,0.124396,11.131679,119.123712,1.83442,Clayey,270.0,24.3,6622.59,1.1749549967379866,1,11892.056088373862,Mixed,Bondo,dry,64.0,fair,Sorghum
5.66885,0.145106,11.205177,123.886513,1.69569,Clayey,585.0,22.1,6740.88,2.004109919410141,0,12135.763675100829,Mixed,Bondo,dry,75.0,fair,Cassava
5.531592,0.111939,14.268178,133.279987,1.970034,Clayey,207.0,22.5,6769.59,2.6554449371478905,1,18687.40226101124,Progressive,Bondo,dry,70.0,fair,Cassava
5.364713,0.123208,11.39901,110.860358,1.933507,Clayey,153.0,23.2,6623.07,1.7003315311763616,1,12685.98517683454,Progressive,Bondo,dry,66.0,fair,Cassava
5.534167,0.129298,11.303299,114.050127,1.677463,Clayey,513.0,23.3,6921.73,1.8830886587972413,0,12755.542039447446,Mixed,Bondo,dry,68.0,fair,Cassava
5.575967,0.110705,12.948507,120.01459,1.826117,Loamy,702.0,23.1,6696.07,1.6122662222704829,0,11877.71706463431,Mixed,Bondo,dry,72.0,fair,Cassava
5.214959,0.131936,9.573486,130.810442,1.260941,Clayey,513.0,23.2,6686.05,1.5683810114514418,0,11881.974253261167,Mixed,Bondo,dry,70.0,fair,Cassava
5.531784,0.144809,11.156977,98.274625,1.29443,Loamy,369.0,23.6,7470.37,1.0776576277565837,1,12619.215492741256,Progressive,Bondo,dry,68.0,good,Cassava
5.530027,0.132084,8.885435,116.320968,1.938302,Loamy,576.0,22.7,6628.41,1.84887438998362,0,10978.6544612216,Mixed,Bondo,dry,74.0,fair,Cassava
5.70435,0.124096,13.269916,121.682951,1.69246,Clayey,117.0,22.8,6868.95,1.4909462251359484,1,10902.57417958872,Mixed,Bondo,dry,71.0,fair,Cassava
5.69157,0.109863,12.40938,109.993532,1.973874,Clayey,333.0,23.4,6641.17,4.657354209259379,1,25175.21330126456,Commercial,Bondo,dry,72.0,fair,Cassava
5.764005,0.122864,16.451068,119.202308,1.939439,Loamy,1026.0,22.8,5953.98,3.5542517016098776,0,22780.21379797305,Commercial,Bondo,short_rains,76.0,low,Rice
5.37546,0.111449,8.30591,106.651852,1.413019,Clayey,207.0,23.3,6833.02,1.916767564933122,1,15671.1135865138,Progressive,Bondo,short_rains,70.0,fair,Sorghum
5.472997,0.11444,14.034202,128.652245,1.850623,Loamy,62.99999999999999,23.5,6583.86,1.054651363270556,1,9769.40781096673,Mixed,Bondo,short_rains,69.0,fair,Sorghum
5.885187,0.122802,8.042432,92.836692,1.563115,Clayey,1557.0,21.6,6744.96,0.8794540467742356,0,7476.460657484072,Subsistence,Bondo,short_rains,81.0,fair,Rice
5.648187,0.121253,9.709219,110.878891,1.659229,Loamy,765.0,22.4,6962.85,2.913614293034932,0,16419.038799497084,Mixed,Bondo,short_rains,78.0,fair,Sorghum
5.869387,0.143596,7.179468,120.823395,1.464894,Sandy,90.0,23.5,5879.33,1.7979184823746728,1,13878.851641251898,Progressive,Bondo,short_rains,70.0,low,Sorghum
5.671758,0.114417,12.051864,110.541024,1.918772,Clayey,207.0,23.1,6642.67,2.0130974780724205,1,15224.415990340209,Progressive,Bondo,short_rains,74.0,fair,Sorghum
5.737434,0.131996,12.499901,124.251823,1.817672,Sandy,648.0,22.9,6928.52,0.6330633940802071,0,7678.334222261204,Subsistence,Bondo,short_rains,74.0,fair,Sorghum
5.805738,0.116638,11.191166,114.839271,1.599535,Loamy,1179.0,21.7,6782.2,2.540263994342861,0,16305.136993799457,Mixed,Bondo,short_rains,80.0,fair,Rice
5.588704,0.108602,7.092963,117.614875,1.564221,Sandy,567.0,21.8,6813.47,1.9863495871180523,0,14946.105556580174,Mixed,Bondo,short_rains,80.0,fair,Sorghum
5.566576,0.135919,10.728446,120.779842,1.874667,Clayey,306.0,22.9,6690.26,0.8803603595040038,1,9537.26346489982,Mixed,Bondo,short_rains,78.0,fair,Sorghum
5.564004,0.13254,12.184259,113.370896,1.562484,Clayey,441.00000000000006,23.4,6683.88,1.2272882983697042,0,9098.14930472082,Mixed,Bondo,short_rains,74.0,fair,Sorghum
5.684408,0.114198,9.887882,94.136801,1.598284,Sandy,621.0,23.3,6886.46,1.7988236909833428,0,11317.939010657938,Mixed,Bondo,short_rains,71.0,fair,Sorghum
5.814839,0.068747,11.837889,135.028713,1.573325,Clayey,189.0,23.5,6624.07,1.6116890607824677,1,12436.889870121797,Progressive,Bondo,short_rains,72.0,fair,Sorghum
5.618675,0.145171,14.277577,130.407046,1.571311,Sandy,747.0000000000001,23.0,6499.75,1.3472574173735752,0,10301.19809714206,Mixed,Bondo,short_rains,78.0,fair,Sorghum
5.931016,0.138989,10.637476,122.684881,1.855828,Clayey,279.0,24.1,6975.8,1.4861458644633534,1,13004.520311761617,Progressive,Bondo,short_rains,69.0,fair,Sorghum
6.049925,0.145776,9.508371,109.648868,1.765404,Loamy,837.0000000000001,23.1,6656.75,1.3757124788216493,0,12049.410087878396,Mixed,Bondo,short_rains,71.0,fair,Sorghum
5.524302,0.146741,11.722049,119.36467,1.607395,Loamy,782.9999999999999,23.0,6877.82,1.6977986603880315,0,10479.97246533704,Mixed,Bondo,short_rains,72.0,fair,Sorghum
5.937688,0.125265,15.894223,93.281644,1.50935,Loamy,782.9999999999999,22.5,6559.83,3.3708867015979376,0,18788.06754931399,Commercial,Bondo,short_rains,76.0,fair,Sorghum
5.696421,0.117505,13.011179,95.246066,1.716318,Clayey,900.0,21.9,6551.76,0.4128535335299136,0,4925.189523426969,Subsistence,Bondo,short_rains,76.0,fair,Sorghum
5.77615,0.092752,8.579403,142.919466,1.666104,Loamy,2916.0,20.1,7647.45,1.386576642820878,0,10509.469023798356,Mixed,Bondo,short_rains,87.0,good,Rice
5.673215,0.12744,14.883038,99.123743,1.875555,Loamy,1125.0,21.2,6558.45,1.7190751781774394,0,14627.227878879416,Mixed,Bondo,short_rains,81.0,fair,Rice
